data,valor,percentatge,codiEstacio,codiVariable
1990-08-19Z,6.8,100.0,V8,1300
1990-08-20Z,0.0,100.0,V8,1300
1990-08-21Z,0.0,100.0,V8,1300
1990-08-22Z,0.0,100.0,V8,1300
1990-08-23Z,0.4,100.0,V8,1300
1990-08-24Z,0.0,100.0,V8,1300
1990-08-25Z,0.0,100.0,V8,1300
1990-08-26Z,7.3,100.0,V8,1300
1990-08-27Z,0.2,100.0,V8,1300
1990-08-28Z,0.2,100.0,V8,1300
1990-08-29Z,0.2,100.0,V8,1300
1990-08-30Z,10.5,100.0,V8,1300
1990-08-31Z,0.2,100.0,V8,1300
1990-08-01Z,0.0,100.0,VD,1300
1990-08-02Z,0.0,100.0,VD,1300
1990-08-03Z,0.0,100.0,VD,1300
1990-08-04Z,0.4,100.0,VD,1300
1990-08-05Z,0.2,100.0,VD,1300
1990-08-06Z,0.0,100.0,VD,1300
1990-08-07Z,0.0,100.0,VD,1300
1990-08-08Z,0.0,100.0,VD,1300
1990-08-09Z,0.0,100.0,VD,1300
1990-08-10Z,0.0,100.0,VD,1300
1990-08-11Z,0.0,100.0,VD,1300
1990-08-12Z,0.0,100.0,VD,1300
1990-08-13Z,0.0,100.0,VD,1300
1990-08-14Z,0.0,100.0,VD,1300
1990-08-15Z,0.0,100.0,VD,1300
1990-08-16Z,0.0,100.0,VD,1300
1990-08-17Z,0.0,100.0,VD,1300
1990-08-18Z,0.0,100.0,VD,1300
1990-08-19Z,1.2,100.0,VD,1300
1990-08-20Z,0.0,100.0,VD,1300
1990-08-21Z,0.0,100.0,VD,1300
1990-08-22Z,0.0,100.0,VD,1300
1990-08-23Z,0.0,100.0,VD,1300
1990-08-24Z,0.0,100.0,VD,1300
1990-08-25Z,14.7,100.0,VD,1300
1990-08-26Z,21.6,100.0,VD,1300
1990-08-27Z,0.0,100.0,VD,1300
1990-08-28Z,0.0,100.0,VD,1300
1990-08-29Z,0.0,100.0,VD,1300
1990-08-30Z,10.8,100.0,VD,1300
1990-08-31Z,0.0,100.0,VD,1300
1990-08-01Z,0.0,100.0,VI,1300
1990-08-02Z,0.0,100.0,VI,1300
1990-08-03Z,0.0,100.0,VI,1300
1990-08-04Z,0.0,100.0,VI,1300
1990-08-05Z,0.0,100.0,VI,1300
1990-08-06Z,0.0,100.0,VI,1300
1990-08-07Z,0.0,100.0,VI,1300
1990-08-08Z,0.0,100.0,VI,1300
1990-08-09Z,0.0,100.0,VI,1300
1990-08-10Z,0.0,100.0,VI,1300
1990-08-11Z,0.0,100.0,VI,1300
1990-08-12Z,0.4,100.0,VI,1300
1990-08-13Z,2.0,100.0,VI,1300
1990-08-14Z,0.2,95.8,VI,1300
1990-08-15Z,0.0,100.0,VI,1300
1990-08-16Z,0.0,100.0,VI,1300
1990-08-17Z,0.0,100.0,VI,1300
1990-08-18Z,0.0,100.0,VI,1300
1990-08-19Z,8.4,100.0,VI,1300
1990-08-20Z,0.0,100.0,VI,1300
1990-08-21Z,0.0,100.0,VI,1300
1990-08-22Z,0.0,100.0,VI,1300
1990-08-23Z,0.0,100.0,VI,1300
1990-08-24Z,0.0,100.0,VI,1300
1990-08-25Z,0.0,100.0,VI,1300
1990-08-26Z,0.4,100.0,VI,1300
1990-08-27Z,0.0,100.0,VI,1300
1990-08-28Z,0.0,100.0,VI,1300
1990-08-29Z,0.2,100.0,VI,1300
1990-08-30Z,0.6,100.0,VI,1300
1990-08-31Z,0.0,100.0,VI,1300
1990-08-01Z,0.0,100.0,VK,1300
1990-08-02Z,0.0,100.0,VK,1300
1990-08-03Z,0.0,100.0,VK,1300
1990-08-04Z,0.0,100.0,VK,1300
1990-08-05Z,0.0,100.0,VK,1300
1990-08-06Z,0.0,100.0,VK,1300
1990-08-07Z,0.0,100.0,VK,1300
1990-08-08Z,0.0,100.0,VK,1300
1990-08-09Z,0.0,100.0,VK,1300
1990-08-10Z,0.0,100.0,VK,1300
1990-08-11Z,0.0,100.0,VK,1300
1990-08-12Z,0.4,100.0,VK,1300
1990-08-13Z,0.4,100.0,VK,1300
1990-08-14Z,0.0,100.0,VK,1300
1990-08-15Z,0.0,100.0,VK,1300
1990-08-16Z,0.0,100.0,VK,1300
1990-08-17Z,0.0,100.0,VK,1300
1990-08-18Z,0.0,100.0,VK,1300
1990-08-19Z,2.4,100.0,VK,1300
1990-08-20Z,0.0,100.0,VK,1300
1990-08-21Z,0.0,100.0,VK,1300
1990-08-22Z,0.0,100.0,VK,1300
1990-08-23Z,0.0,100.0,VK,1300
1990-08-24Z,0.0,100.0,VK,1300
1990-08-25Z,0.0,100.0,VK,1300
1990-08-26Z,0.0,100.0,VK,1300
1990-08-27Z,0.0,100.0,VK,1300
1990-08-28Z,0.0,100.0,VK,1300
1990-08-29Z,0.0,100.0,VK,1300
1990-08-30Z,2.2,100.0,VK,1300
1990-08-31Z,0.0,100.0,VK,1300
1990-08-01Z,5.2,100.0,VQ,1300
1990-08-02Z,0.0,100.0,VQ,1300
1990-08-03Z,0.0,100.0,VQ,1300
1990-08-04Z,0.0,100.0,VQ,1300
1990-08-05Z,0.0,100.0,VQ,1300
1990-08-06Z,1.4,100.0,VQ,1300
1990-08-07Z,6.6,100.0,VQ,1300
1990-08-08Z,0.0,100.0,VQ,1300
1990-08-09Z,0.0,100.0,VQ,1300
1990-08-11Z,0.0,100.0,VQ,1300
1990-08-12Z,0.0,100.0,VQ,1300
1990-08-13Z,5.2,100.0,VQ,1300
1990-08-14Z,1.2,100.0,VQ,1300
1990-08-15Z,0.2,100.0,VQ,1300
1990-08-16Z,0.0,100.0,VQ,1300
1990-08-17Z,0.2,100.0,VQ,1300
1990-08-18Z,0.0,100.0,VQ,1300
1990-08-19Z,0.0,100.0,VQ,1300
1990-08-20Z,0.0,100.0,VQ,1300
1990-08-21Z,0.0,100.0,VQ,1300
1990-08-22Z,0.0,100.0,VQ,1300
1990-08-23Z,0.0,100.0,VQ,1300
1990-08-24Z,0.0,100.0,VQ,1300
1990-08-25Z,0.8,100.0,VQ,1300
