data,valor,percentatge,codiEstacio,codiVariable
2007-12-01Z,0.0,100.0,C6,1300
2007-12-02Z,0.0,100.0,C6,1300
2007-12-03Z,0.0,100.0,C6,1300
2007-12-04Z,0.0,100.0,C6,1300
2007-12-05Z,0.0,100.0,C6,1300
2007-12-06Z,0.0,100.0,C6,1300
2007-12-07Z,0.0,100.0,C6,1300
2007-12-08Z,0.0,100.0,C6,1300
2007-12-09Z,0.0,100.0,C6,1300
2007-12-10Z,0.0,100.0,C6,1300
2007-12-11Z,0.0,100.0,C6,1300
2007-12-12Z,0.0,100.0,C6,1300
2007-12-13Z,0.0,100.0,C6,1300
2007-12-14Z,0.0,100.0,C6,1300
2007-12-15Z,0.0,100.0,C6,1300
2007-12-16Z,0.0,100.0,C6,1300
2007-12-17Z,0.2,100.0,C6,1300
2007-12-18Z,0.2,100.0,C6,1300
2007-12-19Z,0.0,100.0,C6,1300
2007-12-20Z,0.0,100.0,C6,1300
2007-12-21Z,0.0,100.0,C6,1300
2007-12-22Z,0.0,100.0,C6,1300
2007-12-23Z,0.0,100.0,C6,1300
2007-12-24Z,0.0,100.0,C6,1300
2007-12-25Z,0.0,100.0,C6,1300
2007-12-26Z,0.0,100.0,C6,1300
2007-12-27Z,0.2,100.0,C6,1300
2007-12-28Z,0.0,100.0,C6,1300
2007-12-29Z,0.0,100.0,C6,1300
2007-12-30Z,0.0,100.0,C6,1300
2007-12-31Z,0.0,100.0,C6,1300
2007-12-01Z,0.0,100.0,C7,1300
2007-12-02Z,0.0,100.0,C7,1300
2007-12-03Z,0.0,100.0,C7,1300
2007-12-04Z,0.0,100.0,C7,1300
2007-12-05Z,0.0,100.0,C7,1300
2007-12-06Z,0.0,100.0,C7,1300
2007-12-07Z,0.0,100.0,C7,1300
2007-12-08Z,0.0,100.0,C7,1300
2007-12-09Z,0.0,100.0,C7,1300
2007-12-10Z,0.0,100.0,C7,1300
2007-12-11Z,0.0,100.0,C7,1300
2007-12-12Z,0.0,100.0,C7,1300
2007-12-13Z,0.0,100.0,C7,1300
2007-12-14Z,0.0,100.0,C7,1300
2007-12-15Z,0.0,100.0,C7,1300
2007-12-16Z,0.0,100.0,C7,1300
2007-12-17Z,0.2,100.0,C7,1300
2007-12-18Z,0.6,100.0,C7,1300
