data,valor,percentatge,codiEstacio,codiVariable
1990-01-12Z,0.0,100.0,VK,1300
1990-01-13Z,0.2,100.0,VK,1300
1990-01-14Z,0.4,100.0,VK,1300
1990-01-15Z,0.0,100.0,VK,1300
1990-01-16Z,0.2,100.0,VK,1300
1990-01-17Z,0.2,100.0,VK,1300
1990-01-18Z,0.0,100.0,VK,1300
1990-01-19Z,0.0,100.0,VK,1300
1990-01-20Z,0.2,100.0,VK,1300
1990-01-21Z,0.4,100.0,VK,1300
1990-01-22Z,0.2,100.0,VK,1300
1990-01-23Z,0.2,100.0,VK,1300
1990-01-24Z,0.2,100.0,VK,1300
1990-01-25Z,0.2,100.0,VK,1300
1990-01-26Z,0.2,100.0,VK,1300
1990-01-27Z,0.0,100.0,VK,1300
1990-01-28Z,1.2,100.0,VK,1300
1990-01-29Z,0.2,100.0,VK,1300
1990-01-30Z,0.0,100.0,VK,1300
1990-01-31Z,2.8,100.0,VK,1300
1990-01-06Z,0.2,100.0,U2,1300
1990-01-07Z,6.0,100.0,U2,1300
1990-01-08Z,2.4,100.0,U2,1300
1990-01-09Z,4.6,100.0,U2,1300
1990-01-10Z,0.8,100.0,U2,1300
1990-01-11Z,0.6,100.0,U2,1300
1990-01-12Z,0.2,100.0,U2,1300
1990-01-13Z,0.2,100.0,U2,1300
1990-01-14Z,0.2,100.0,U2,1300
1990-01-15Z,0.2,100.0,U2,1300
1990-01-16Z,0.0,100.0,U2,1300
1990-01-17Z,0.4,100.0,U2,1300
1990-01-18Z,0.2,100.0,U2,1300
1990-01-19Z,0.0,100.0,U2,1300
1990-01-20Z,0.2,100.0,U2,1300
1990-01-21Z,0.0,100.0,U2,1300
1990-01-22Z,0.0,100.0,U2,1300
1990-01-23Z,0.2,95.8,U2,1300
1990-01-27Z,0.0,100.0,U2,1300
1990-01-28Z,2.4,100.0,U2,1300
1990-01-29Z,0.0,100.0,U2,1300
1990-01-30Z,0.0,100.0,U2,1300
1990-01-31Z,0.0,100.0,U2,1300
1990-01-10Z,0.0,100.0,UR,1300
1990-01-11Z,0.0,100.0,UR,1300
1990-01-12Z,0.0,100.0,UR,1300
1990-01-13Z,0.0,100.0,UR,1300
1990-01-14Z,0.0,100.0,UR,1300
1990-01-15Z,0.0,95.8,UR,1300
1990-01-17Z,0.0,100.0,UR,1300
1990-01-18Z,0.0,100.0,UR,1300
1990-01-19Z,0.0,100.0,UR,1300
1990-01-20Z,0.0,100.0,UR,1300
1990-01-21Z,0.0,100.0,UR,1300
1990-01-22Z,0.0,100.0,UR,1300
1990-01-23Z,0.0,100.0,UR,1300
1990-01-24Z,0.0,100.0,UR,1300
1990-01-25Z,0.0,100.0,UR,1300
1990-01-26Z,0.0,100.0,UR,1300
1990-01-27Z,0.0,100.0,UR,1300
1990-01-28Z,0.0,100.0,UR,1300
1990-01-29Z,0.2,100.0,UR,1300
1990-01-30Z,0.0,100.0,UR,1300
1990-01-31Z,0.0,100.0,UR,1300
